Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
3195,925,9caf8766329f7fb0c38a9d4027d6c150,it's like the bemused looks of Americans these days. None of them apart from the racists and fascists voted for him. 🤔,118,8,it's like the bemused looks of Americans these days. None of them apart from the racists and fascists voted for him. ,female,negative,sadness,adult,against,False,🤔🙄😒,it's like the bemused looks of Americans these days. None of them apart from the racists and fascists voted for him.  🤔🙄😒,female,negative,disgust,adult,against,🤔
3196,926,9caf8766329f7fb0c38a9d4027d6c150,UKIP guy gets knocked out cold and says he's feeling happy ! Yay ! He will have people lining up to make him happy ! 💃🏻💃🏻💃🏻😊,124,3,UKIP guy gets knocked out cold and says he's feeling happy ! Yay ! He will have people lining up to make him happy ! ,female,positive,happiness,teen,against,False,😂🥊😅,UKIP guy gets knocked out cold and says he's feeling happy ! Yay ! He will have people lining up to make him happy !  😂🥊😅,female,neutral,happiness,teen,none,💃🏻💃🏻💃🏻😊
3197,928,b42560cb74c5970ba4e0008b3f737cd3,"&amp; maternal health! Since restricting abortion access, Texas has worst maternal mortality rates in developed world 😭",119,8,"&amp; maternal health! Since restricting abortion access, Texas has worst maternal mortality rates in developed world ",female,negative,sadness,adult,against,True,🤰🚫💀,"&amp; maternal health! Since restricting abortion access, Texas has worst maternal mortality rates in developed world  🤰🚫💀",female,negative,anger,adult,against,😭
3198,1278,7e8992b23c59011eb8d7747ad6c98574,"Eric Trump’s business trip to Uruguay cost taxpayers $97,830 in hotel bills  don't tell our pollies 😆",101,8,"Eric Trump’s business trip to Uruguay cost taxpayers $97,830 in hotel bills  don't tell our pollies ",female,neutral,happiness,adult,against,False,🤑🏨😒,"Eric Trump’s business trip to Uruguay cost taxpayers $97,830 in hotel bills  don't tell our pollies  🤑🏨😒",female,negative,anger,teen,against,😆
3199,1279,7e8992b23c59011eb8d7747ad6c98574,Bill Maher nails Trump: ‘Our only hope is penis enlargement surgery’  😄,71,8,Bill Maher nails Trump: ‘Our only hope is penis enlargement surgery’  ,male,positive,happiness,teen,against,False,🤣🚽👊,Bill Maher nails Trump: ‘Our only hope is penis enlargement surgery’   🤣🚽👊,male,negative,happiness,teen,against,😄
3200,1283,7e8992b23c59011eb8d7747ad6c98574,Opinion: Lock Him Up - Virginia Seeks Contempt of Court Charge Against Trump via   😆,84,8,Opinion: Lock Him Up - Virginia Seeks Contempt of Court Charge Against Trump via   ,female,negative,happiness,teen,against,False,🚔🚫👮,Opinion: Lock Him Up - Virginia Seeks Contempt of Court Charge Against Trump via    🚔🚫👮,female,negative,anger,adult,against,😆
3201,1284,7e8992b23c59011eb8d7747ad6c98574,Seth Meyers ridicules Trump for 'bizarre' Black History Month comment (via )  👍👍also check the tweet at bottom,110,9,Seth Meyers ridicules Trump for 'bizarre' Black History Month comment (via )  also check the tweet at bottom,male,neutral,happiness,adult,against,False,🤦‍♂️📣👎,Seth Meyers ridicules Trump for 'bizarre' Black History Month comment (via )  also check the tweet at bottom 🤦‍♂️📣👎,male,negative,anger,adult,against,👍👍
3202,1296,846fe51804b7e25ce7642a236fed46d4,"😱😭😳 ... Hanged, Stabbed and Abandoned: the Horrific Fate of Greyhounds in Spain",79,8," ... Hanged, Stabbed and Abandoned: the Horrific Fate of Greyhounds in Spain",female,negative,sadness,adult,against,True,🐕💔😠," ... Hanged, Stabbed and Abandoned: the Horrific Fate of Greyhounds in Spain 🐕💔😠",female,negative,anger,adult,against,😱😭😳
3203,1364,f73973d0873a1eda3d35cdd2f4ee84e,So it's the UK Idiots Party?! Ahhhh! Excellent! Explains a lot. 😂,65,8,So it's the UK Idiots Party?! Ahhhh! Excellent! Explains a lot. ,female,negative,happiness,teen,against,False,🤦‍♂️🇬🇧😂,So it's the UK Idiots Party?! Ahhhh! Excellent! Explains a lot.  🤦‍♂️🇬🇧😂,male,negative,happiness,adult,against,😂
3204,1370,f73973d0873a1eda3d35cdd2f4ee84e,and... You can't keep the pound. Lol! 😂,39,8,and... You can't keep the pound. Lol! ,female,negative,happiness,teen,against,False,😂🚫💸,and... You can't keep the pound. Lol!  😂🚫💸,female,negative,happiness,teen,against,😂
3205,1400,7f8617ea09ade35c123c30e9a605cc3b,"wipe them out. All of them.

How did they use Star Wars wrong? 😔",64,8,"wipe them out. All of them.

How did they use Star Wars wrong? ",female,negative,sadness,teen,against,False,💣🚫👽,"wipe them out. All of them.

How did they use Star Wars wrong?  💣🚫👽",male,negative,anger,teen,against,😔
3206,1561,f11819dddac9f90ef69620be857b8940,"And telling me she's gonna marry a sugar daddy, soz  looks like you're out😕",75,8,"And telling me she's gonna marry a sugar daddy, soz  looks like you're out",female,negative,sadness,teen,against,True,💸😒🚫,"And telling me she's gonna marry a sugar daddy, soz  looks like you're out 💸😒🚫",female,negative,sadness,teen,against,😕
3207,1598,f11819dddac9f90ef69620be857b8940,"Shopping with  is so dangerous, bad influence😲",46,8,"Shopping with  is so dangerous, bad influence",female,negative,surprise,teen,against,True,🛍️😳💸,"Shopping with  is so dangerous, bad influence 🛍️😳💸",female,negative,surprise,teen,against,😲
3208,1756,bafce849bf00cb960d351a316a1f49b3,Took the piss out of the US tonight on the way into Canada with the Canadian immigration officer for literally five minutes. 🇺🇸🖕🛫🛬🇨🇦🙌😎🍻👌,136,8,Took the piss out of the US tonight on the way into Canada with the Canadian immigration officer for literally five minutes. ,male,negative,happiness,adult,against,False,😂🇨🇦🚫,Took the piss out of the US tonight on the way into Canada with the Canadian immigration officer for literally five minutes.  😂🇨🇦🚫,male,positive,happiness,adult,none,🇺🇸🖕🛫🛬🇨🇦🙌😎🍻👌
3209,1937,1db9483244eb03958d0231695b846c28,Happily be boycotting 's music 🙃,32,8,Happily be boycotting 's music ,female,negative,happiness,teen,against,False,🚫🎶😒,Happily be boycotting 's music  🚫🎶😒,female,negative,disgust,teen,against,🙃
3210,2173,faea7c6ed4b76d341ef9676338d05237,"it's so relieving to finish the year with ABCC, RTO &amp; Backpacker Tax off the agenda... 😌 Just wish 18C/D change was also dead",129,8,"it's so relieving to finish the year with ABCC, RTO &amp; Backpacker Tax off the agenda...  Just wish 18C/D change was also dead",female,neutral,sadness,adult,against,False,🙌👍😌,"it's so relieving to finish the year with ABCC, RTO &amp; Backpacker Tax off the agenda...  Just wish 18C/D change was also dead 🙌👍😌",female,positive,happiness,adult,against,😌
3211,2323,15fc02557607c70a0b45172f73f5e0c8,A little part of me dies everytime I see someone #hashtag on Facebook 😩,71,8,A little part of me dies everytime I see someone #hashtag on Facebook ,female,negative,sadness,teen,against,True,💀😒🙄,A little part of me dies everytime I see someone #hashtag on Facebook  💀😒🙄,female,negative,disgust,teen,against,😩
3212,2348,87177193d69a78a5734724a12a4292aa,Annie's such a home wrecker killing relationships like I killed this bug💔😂,74,8,Annie's such a home wrecker killing relationships like I killed this bug,female,negative,sadness,teen,against,True,🐜💔😒,Annie's such a home wrecker killing relationships like I killed this bug 🐜💔😒,female,negative,anger,teen,against,💔😂
3213,2450,cb20553d854853f9345f44505f58dafd,Oh yeah......  who could forget those self serving medal fiasco😂,64,8,Oh yeah......  who could forget those self serving medal fiasco,female,negative,happiness,teen,against,True,🏅😒👎,Oh yeah......  who could forget those self serving medal fiasco 🏅😒👎,female,negative,disgust,teen,against,😂
3214,2591,fdcf00236779625312a22e36b01a4ece,Two #nba players may be affected by the #MuslimBan 👎,52,8,Two #nba players may be affected by the #MuslimBan ,female,negative,sadness,adult,against,True,🏀🚫🕊️,Two #nba players may be affected by the #MuslimBan  🏀🚫🕊️,female,neutral,sadness,teen,none,👎
3215,2658,4801c62015884884900e4ef839bcfd26,And bhaitards take it seriously when he says no one can match Salman 😆😆😆,72,8,And bhaitards take it seriously when he says no one can match Salman ,male,negative,happiness,teen,against,True,🙄👎😂,And bhaitards take it seriously when he says no one can match Salman  🙄👎😂,female,negative,happiness,teen,against,😆😆😆
3216,3110,9298e68beab9482b905a9f0c3c2433cf,"And to think, abortions are done at 23 weeks 😓. Beautiful babies.",65,8,"And to think, abortions are done at 23 weeks . Beautiful babies.",female,neutral,sadness,adult,against,True,🤰👶😢,"And to think, abortions are done at 23 weeks . Beautiful babies. 🤰👶😢",female,negative,sadness,adult,against,😓
3217,3281,8f88689799a4fbb05e35372b6eb952bc,"""A man is not a financial plan"" 🙌🏻",34,8,"""A man is not a financial plan"" ",female,neutral,happiness,adult,against,False,💸🚫👩,"""A man is not a financial plan""  💸🚫👩",female,negative,disgust,adult,against,🙌🏻
3218,3558,fff5a17288a8ab173e493c90bf4b39a4,"I HATE COSPLAY

I'm slowly dying

Also my friend got the email about immersion and I didn't so now I'm super upset 🙃",116,8,"I HATE COSPLAY

I'm slowly dying

Also my friend got the email about immersion and I didn't so now I'm super upset ",female,negative,sadness,teen,against,False,😡💀😭,"I HATE COSPLAY

I'm slowly dying

Also my friend got the email about immersion and I didn't so now I'm super upset  😡💀😭",female,negative,sadness,teen,against,🙃
3219,3878,1e4c9fb441223770a28895b96b294908,"happens everywhere Europeans have invaded, even here in Australia 😢",67,8,"happens everywhere Europeans have invaded, even here in Australia ",female,negative,sadness,teen,against,False,🏛️🔪️👑,"happens everywhere Europeans have invaded, even here in Australia  🏛️🔪️👑",female,negative,anger,adult,none,😢
3220,3882,6d52c7fed5f5bbb9edc5c6e9e81ee75d,"That's it, folks. 4yrs in Kin have ruined professional sports, franchises and morality for me. Almost too jaded to watch #SuperBowl2017 😔",137,8,"That's it, folks. 4yrs in Kin have ruined professional sports, franchises and morality for me. Almost too jaded to watch #SuperBowl2017 ",female,negative,sadness,adult,against,True,🏈😒👎,"That's it, folks. 4yrs in Kin have ruined professional sports, franchises and morality for me. Almost too jaded to watch #SuperBowl2017  🏈😒👎",male,negative,sadness,adult,against,😔
3221,3899,4a0c478e8f70e054ee270bb7e9b31821,. Why did you guys get rid of the dollar breakfast?? 😞,54,8,. Why did you guys get rid of the dollar breakfast?? ,female,negative,sadness,teen,against,False,🍳😠💸,. Why did you guys get rid of the dollar breakfast??  🍳😠💸,female,negative,anger,teen,against,😞
3222,3930,a115736a035ea35a8f0cbb4375c99e21,"but yes, add it to the long list of meaningless on-air time-waster phrases 😂",76,8,"but yes, add it to the long list of meaningless on-air time-waster phrases ",female,negative,happiness,adult,against,True,🙄📺💔,"but yes, add it to the long list of meaningless on-air time-waster phrases  🙄📺💔",female,negative,sadness,adult,against,😂
3223,3982,22f527af5bdb880197e3403b375ecbca,Ugh... fuck digital. Blockbuster and now HMV... this seriously blows. 😣 #ThankYouHMV #RIPHMV,92,8,Ugh... fuck digital. Blockbuster and now HMV... this seriously blows.  #ThankYouHMV #RIPHMV,male,negative,sadness,adult,against,False,📀😢💔,Ugh... fuck digital. Blockbuster and now HMV... this seriously blows.  #ThankYouHMV #RIPHMV 📀😢💔,male,negative,sadness,adult,against,😣
3224,3985,22f527af5bdb880197e3403b375ecbca,I'm glad I got my 3D TV from LG before it was too late. Sucks that 3D TV is dead. I love it. 👎,94,8,I'm glad I got my 3D TV from LG before it was too late. Sucks that 3D TV is dead. I love it. ,male,neutral,sadness,adult,against,False,📺😢👍,I'm glad I got my 3D TV from LG before it was too late. Sucks that 3D TV is dead. I love it.  📺😢👍,male,positive,sadness,adult,favor,👎
3225,4153,9f902fa517164ac3a443d84f01c18174,"agree but even without the pressure, they haven't got the players to do it. Clint fucking Hill 😂😂😂",98,8,"agree but even without the pressure, they haven't got the players to do it. Clint fucking Hill ",male,negative,happiness,adult,against,True,🤦‍♂️👎😒,"agree but even without the pressure, they haven't got the players to do it. Clint fucking Hill  🤦‍♂️👎😒",male,negative,anger,adult,against,😂😂😂
3226,4243,ff846d487c950693c6b752003a3b7359,Delighted I deleted me Facebook! Load of bollox it is 👋🏼,56,8,Delighted I deleted me Facebook! Load of bollox it is ,female,negative,happiness,adult,against,False,🙌👋💔,Delighted I deleted me Facebook! Load of bollox it is  🙌👋💔,female,negative,happiness,adult,against,👋🏼
3227,4404,29cbce2f1fafa8ceae533a27d8f7ba23,lunfast? No the others were better 😢,36,8,lunfast? No the others were better ,female,negative,sadness,teen,against,True,🤦‍♂️👎😐,lunfast? No the others were better  🤦‍♂️👎😐,male,negative,disgust,teen,against,😢
3228,4451,ca08330e701e4e5582b71e7f96af62a8,Had free/ discounted london travel since I was 11 and as soon as I'm a poor student and actually need it they take it away💔,123,8,Had free/ discounted london travel since I was 11 and as soon as I'm a poor student and actually need it they take it away,female,negative,sadness,teen,against,False,🚂😡💸,Had free/ discounted london travel since I was 11 and as soon as I'm a poor student and actually need it they take it away 🚂😡💸,female,negative,anger,teen,against,💔
3229,4758,a9ccc746754618ea5c5a3b162dac91b6,Too young - get it out of your head 😉,37,8,Too young - get it out of your head ,female,neutral,surprise,teen,against,True,🚫👦🙅‍♂️,Too young - get it out of your head  🚫👦🙅‍♂️,male,negative,sadness,teen,against,😉
3230,4801,833dd00c2825a2ac30279cf9a81987b2,"Goodbye America the Beautiful, bit by bit.... 😢 
I'm sorry. I didn't vote for him.",82,8,"Goodbye America the Beautiful, bit by bit....  
I'm sorry. I didn't vote for him.",female,negative,sadness,adult,against,False,🇺🇸😢👋,"Goodbye America the Beautiful, bit by bit....  
I'm sorry. I didn't vote for him. 🇺🇸😢👋",female,negative,sadness,adult,against,😢
3231,4804,833dd00c2825a2ac30279cf9a81987b2,"it's hateful. This is how people are talking over here now, to good people. ""Get out of my country."" 😢",102,8,"it's hateful. This is how people are talking over here now, to good people. ""Get out of my country."" ",female,negative,sadness,adult,against,False,🚫😠👎,"it's hateful. This is how people are talking over here now, to good people. ""Get out of my country.""  🚫😠👎",female,negative,anger,adult,against,😢
3232,4813,833dd00c2825a2ac30279cf9a81987b2,maybe he won't come back!!! 🙏,29,8,maybe he won't come back!!! ,female,negative,sadness,teen,against,False,😬🤔💔,maybe he won't come back!!!  😬🤔💔,female,negative,sadness,teen,none,🙏
3233,4815,833dd00c2825a2ac30279cf9a81987b2,Right. All of a sudden NOW  the GOP is ready to do their job. 🤔,63,8,Right. All of a sudden NOW  the GOP is ready to do their job. ,female,neutral,surprise,adult,against,False,🙄🕰️👀,Right. All of a sudden NOW  the GOP is ready to do their job.  🙄🕰️👀,female,negative,disgust,adult,against,🤔
3234,4827,833dd00c2825a2ac30279cf9a81987b2,Omg it looks like he's morphing into President Bannon.... 😱,59,8,Omg it looks like he's morphing into President Bannon.... ,female,negative,surprise,teen,against,False,🤯👺💀,Omg it looks like he's morphing into President Bannon....  🤯👺💀,female,negative,surprise,teen,against,😱
3235,4830,833dd00c2825a2ac30279cf9a81987b2,"Dear Rest-of-World,
 lost the popular vote by ~11 million votes. MOST of us are ashamed &amp; embarrassed by him.
Love, Nancy 🇺🇸",128,8,"Dear Rest-of-World,
 lost the popular vote by ~11 million votes. MOST of us are ashamed &amp; embarrassed by him.
Love, Nancy ",female,negative,sadness,adult,against,False,🙄🇺🇸😳,"Dear Rest-of-World,
 lost the popular vote by ~11 million votes. MOST of us are ashamed &amp; embarrassed by him.
Love, Nancy  🙄🇺🇸😳",female,negative,sadness,adult,against,🇺🇸
3236,4914,2e1c413be826939293a104e1120d4361,"The day a guy I was kinda liking said ""my wife won't work, she'll stay home and take care of the house"" I knew that was my cue to run 😂",135,8,"The day a guy I was kinda liking said ""my wife won't work, she'll stay home and take care of the house"" I knew that was my cue to run ",female,negative,happiness,adult,against,True,🚨🚫💁‍♀️,"The day a guy I was kinda liking said ""my wife won't work, she'll stay home and take care of the house"" I knew that was my cue to run  🚨🚫💁‍♀️",female,negative,surprise,adult,against,😂
3237,4964,f59b25b8588acb257dbcce29312384e8,Never a good friend anyway gurl ☺️,34,8,Never a good friend anyway gurl ,female,negative,happiness,teen,against,False,👋💁‍♀️😒,Never a good friend anyway gurl  👋💁‍♀️😒,female,negative,disgust,teen,against,☺
3238,4978,f59b25b8588acb257dbcce29312384e8,fuck them girl be happy there only jealous little bitches .... Deffo worse than girls when their together ! 😂,109,8,fuck them girl be happy there only jealous little bitches .... Deffo worse than girls when their together ! ,female,negative,happiness,teen,against,True,😒💁‍♀️👯,fuck them girl be happy there only jealous little bitches .... Deffo worse than girls when their together !  😒💁‍♀️👯,female,negative,anger,teen,against,😂
3239,5041,884bb8cc43fba545ba3fbaeb08543320,🤡 ⚡️ “Even Piers Morgan says Trump has gone too far this time”,62,8,  “Even Piers Morgan says Trump has gone too far this time”,female,negative,surprise,adult,against,False,🤯🚫👎,  “Even Piers Morgan says Trump has gone too far this time” 🤯🚫👎,female,negative,surprise,teen,against,🤡⚡
3240,5308,53966501098a3710cd871b4fa6745bb9,#DryJanuary is cancelled this Friday because no one can do this shite sober 🙈 #PresidentTrump #Inauguration,107,8,#DryJanuary is cancelled this Friday because no one can do this shite sober  #PresidentTrump #Inauguration,female,negative,happiness,adult,against,False,🍺🤦‍♂️🇺🇸,#DryJanuary is cancelled this Friday because no one can do this shite sober  #PresidentTrump #Inauguration 🍺🤦‍♂️🇺🇸,male,negative,disgust,adult,against,🙈
3241,5443,adf543d40207f006aefb85df46c5a52e,"I had  at #1, and Chase at #2 so now my care factor has plummeted. She picked the 2 used car salesmen instead.☹️#TheBachelorette",128,8,"I had  at #1, and Chase at #2 so now my care factor has plummeted. She picked the 2 used car salesmen instead.#TheBachelorette",female,negative,sadness,adult,against,False,😒🚫🚗,"I had  at #1, and Chase at #2 so now my care factor has plummeted. She picked the 2 used car salesmen instead.#TheBachelorette 😒🚫🚗",female,negative,disgust,adult,against,☹
3242,5598,6872deedb59a66969ff4613616452545,Another flat missed 👎🏼 room taken by a friend of the people already living there.,81,8,Another flat missed  room taken by a friend of the people already living there.,female,negative,sadness,teen,against,False,🏠😒👫,Another flat missed  room taken by a friend of the people already living there. 🏠😒👫,female,negative,sadness,teen,none,👎🏼
3243,5850,76b652f8933e65d5e3b41d99ef025838,"So what happened to ""I'm feeling so much more positive about Brexit...?"" 😎",74,8,"So what happened to ""I'm feeling so much more positive about Brexit...?"" ",male,neutral,surprise,adult,against,False,😒🤦‍♂️💔,"So what happened to ""I'm feeling so much more positive about Brexit...?""  😒🤦‍♂️💔",male,negative,sadness,adult,against,😎
3244,5892,ea052a9a7bd486332fe5e5c9775ee67e,"Listening to webinar on electronic case books in NZ courts, MOJ still some way off web filing of docs, still in last century ☹️",127,8,"Listening to webinar on electronic case books in NZ courts, MOJ still some way off web filing of docs, still in last century ",female,negative,sadness,adult,against,False,📚🕰️😒,"Listening to webinar on electronic case books in NZ courts, MOJ still some way off web filing of docs, still in last century  📚🕰️😒",female,negative,disgust,adult,against,☹
3245,6217,1bea4a83ee50e3284e37304c0d07322c,"For all of you who stand in line for an hour on boorito night at chipotle, as an employee I would just like to say.....you're stupid 😂",134,8,"For all of you who stand in line for an hour on boorito night at chipotle, as an employee I would just like to say.....you're stupid ",male,negative,happiness,adult,against,False,🙄🌯😒,"For all of you who stand in line for an hour on boorito night at chipotle, as an employee I would just like to say.....you're stupid  🙄🌯😒",female,negative,disgust,teen,against,😂
3246,6262,39e801f900a9387fe51ec7e26b392d38,sleeping without your boyfriend is so hard when you're so used to being with them 👎🏼,84,8,sleeping without your boyfriend is so hard when you're so used to being with them ,female,negative,sadness,teen,against,False,😴💔😢,sleeping without your boyfriend is so hard when you're so used to being with them  😴💔😢,female,negative,sadness,teen,none,👎🏼
3247,6384,7f05b1a2cabb188e02bd4e568a99f2fb,"exactly. Not for non-eu people residing in the uk apparently. We're all pathetic, benefit seeking immigrants, remember? 😑😑😑",123,8,"exactly. Not for non-eu people residing in the uk apparently. We're all pathetic, benefit seeking immigrants, remember? ",female,negative,sadness,adult,against,True,😒🚫😡,"exactly. Not for non-eu people residing in the uk apparently. We're all pathetic, benefit seeking immigrants, remember?  😒🚫😡",female,negative,anger,adult,against,😑😑😑
3248,6386,7f05b1a2cabb188e02bd4e568a99f2fb,I know exactly what you mean Dorky. The visa fees are extortionate!! Might have to sell a kidney. 😂😂,100,8,I know exactly what you mean Dorky. The visa fees are extortionate!! Might have to sell a kidney. ,female,negative,happiness,teen,against,False,😂💸🤕,I know exactly what you mean Dorky. The visa fees are extortionate!! Might have to sell a kidney.  😂💸🤕,female,negative,happiness,teen,against,😂😂
3249,6401,7f05b1a2cabb188e02bd4e568a99f2fb,of course they happen but they left you in limbo and didn't even apologise to you till last minute on Twitter 😑,111,8,of course they happen but they left you in limbo and didn't even apologise to you till last minute on Twitter ,female,negative,sadness,teen,against,False,😒🤷‍♂️📱,of course they happen but they left you in limbo and didn't even apologise to you till last minute on Twitter  😒🤷‍♂️📱,male,negative,sadness,teen,none,😑
3250,6422,2db0a0f9f814e9950044b38781d81756,Ten minutes in to an Amazon Prime trial and it's breaking my heart. Enough with the geo-blocking trickery already. 😭,116,8,Ten minutes in to an Amazon Prime trial and it's breaking my heart. Enough with the geo-blocking trickery already. ,female,negative,sadness,adult,against,True,😩🚫📺,Ten minutes in to an Amazon Prime trial and it's breaking my heart. Enough with the geo-blocking trickery already.  😩🚫📺,female,negative,sadness,adult,against,😭
3251,6452,cdcc0a6e9597012d7532051a2155b1c7,Thanks for the appropriate movie suggestions Apple TV 😞You're cashing in on our misery! #1…,91,8,Thanks for the appropriate movie suggestions Apple TV You're cashing in on our misery! #1…,female,negative,sadness,adult,against,False,🍿😒💸,Thanks for the appropriate movie suggestions Apple TV You're cashing in on our misery! #1… 🍿😒💸,female,negative,sadness,adult,against,😞
3252,6490,83b7de166d3a123502f778489a8b55d2,"Celebrating on July 4th... killing on the 5th, 6th, 7th, 8th, 9th.... #partyintheusa? #everytown #guncontrol #howmanymore #pleasestop 🌎💔👎🇺🇸",139,8,"Celebrating on July 4th... killing on the 5th, 6th, 7th, 8th, 9th.... #partyintheusa? #everytown #guncontrol #howmanymore #pleasestop ",female,negative,sadness,adult,against,True,🎉💔🚫,"Celebrating on July 4th... killing on the 5th, 6th, 7th, 8th, 9th.... #partyintheusa? #everytown #guncontrol #howmanymore #pleasestop  🎉💔🚫",female,negative,sadness,adult,against,🌎💔👎🇺🇸
3253,6613,65122436b3cf3c106c4ba47d974c1969,Pitty it's on so late 👎,23,8,Pitty it's on so late ,female,negative,sadness,teen,against,True,😐🕰️😴,Pitty it's on so late  😐🕰️😴,female,neutral,sadness,teen,none,👎
3254,6633,2ff41b5f4fbb9cc440f4fe15fe558a35,I think you mis-spelled 'doping' 😊,34,8,I think you mis-spelled 'doping' ,female,neutral,happiness,adult,against,False,🤦‍♂️💊🏃‍♂️,I think you mis-spelled 'doping'  🤦‍♂️💊🏃‍♂️,male,negative,surprise,teen,against,😊
3255,6684,c4b3e8546a7b8726b22c3d3ffc86754d,I fucking hateeeeee working sundays 😭😭😭😭😭,41,8,I fucking hateeeeee working sundays ,female,negative,sadness,teen,against,False,😒💔😡,I fucking hateeeeee working sundays  😒💔😡,female,negative,anger,adult,against,😭😭😭😭😭
3256,6706,ca878a7b8bc94cace7cfda02342e2fa4,TP and tissues. not the best for the environment tho 😕,54,8,TP and tissues. not the best for the environment tho ,female,negative,sadness,teen,against,True,🚽🤧🌎,TP and tissues. not the best for the environment tho  🚽🤧🌎,female,negative,disgust,teen,against,😕
3257,6744,4a891938ecb008c62fda1f5ece01bd8a,well at least that would be honest as opposed to the 650 pages of shite they produced the last time😂😂,101,8,well at least that would be honest as opposed to the 650 pages of shite they produced the last time,male,negative,happiness,adult,against,False,🙄📝💔,well at least that would be honest as opposed to the 650 pages of shite they produced the last time 🙄📝💔,female,negative,sadness,adult,against,😂😂
3258,6748,4a891938ecb008c62fda1f5ece01bd8a,clarity. It was the biggest set of lies and blind fantasy in history😂😂😂😂,72,8,clarity. It was the biggest set of lies and blind fantasy in history,male,negative,happiness,teen,against,False,🙅‍♂️🔮💔,clarity. It was the biggest set of lies and blind fantasy in history 🙅‍♂️🔮💔,male,negative,sadness,teen,against,😂😂😂😂
3259,6750,4a891938ecb008c62fda1f5ece01bd8a,this from a man that follows a club who actively dodged £60m worth of bills 😂😂😂,79,8,this from a man that follows a club who actively dodged £60m worth of bills ,male,negative,happiness,adult,against,False,🤥💸😡,this from a man that follows a club who actively dodged £60m worth of bills  🤥💸😡,male,negative,anger,adult,against,😂😂😂
3260,6766,2371038163373d306e73a9a1bfd97bc4,Would ❤️to see FM spend some proper 🕰 with y.p denied mental health care they need. Not a 1hr #PhotoOp . Proper in-depth visit. #ScotBudget,139,8,Would to see FM spend some proper  with y.p denied mental health care they need. Not a 1hr #PhotoOp . Proper in-depth visit. #ScotBudget,female,negative,sadness,adult,against,False,🤕📈👥,Would to see FM spend some proper  with y.p denied mental health care they need. Not a 1hr #PhotoOp . Proper in-depth visit. #ScotBudget 🤕📈👥,female,negative,sadness,adult,none,❤🕰
3261,6810,2371038163373d306e73a9a1bfd97bc4,"Noooooooooo! Had a horrible feeling everyone was over-celebrating Novak's defeat.
😫😰☹️
#AusOpen",95,8,"Noooooooooo! Had a horrible feeling everyone was over-celebrating Novak's defeat.

#AusOpen",female,negative,sadness,teen,against,True,😬🤦‍♂️🎾,"Noooooooooo! Had a horrible feeling everyone was over-celebrating Novak's defeat.

#AusOpen 😬🤦‍♂️🎾",male,negative,sadness,adult,none,😫😰☹
3262,6817,2371038163373d306e73a9a1bfd97bc4,Today is undoubtedly a sad day for the 🌍. We are down but not out though. #WeStandUnited #LovetrumpsHate #TrumpInauguration #Resist,131,8,Today is undoubtedly a sad day for the . We are down but not out though. #WeStandUnited #LovetrumpsHate #TrumpInauguration #Resist,female,negative,sadness,adult,against,False,☹️💔✊️,Today is undoubtedly a sad day for the . We are down but not out though. #WeStandUnited #LovetrumpsHate #TrumpInauguration #Resist ☹️💔✊️,female,negative,sadness,adult,against,🌍
3263,6928,de46ac8e6af892fec4753b6ae1760837,"I see Trump doesn't want any tourists from New Zealand, what a nutter 😂",71,8,"I see Trump doesn't want any tourists from New Zealand, what a nutter ",male,negative,happiness,teen,against,False,🙄🚫🇳🇿,"I see Trump doesn't want any tourists from New Zealand, what a nutter  🙄🚫🇳🇿",female,negative,disgust,adult,against,😂
3264,6931,de46ac8e6af892fec4753b6ae1760837,I would prefer to have a wall built around Trump to keep the world safe 😂,73,8,I would prefer to have a wall built around Trump to keep the world safe ,female,negative,happiness,adult,against,False,🚧🚫🌎,I would prefer to have a wall built around Trump to keep the world safe  🚧🚫🌎,female,negative,anger,adult,against,😂
3265,6934,de46ac8e6af892fec4753b6ae1760837,"I don't think Trump has got a mind, it's more like a peanut 😂",61,8,"I don't think Trump has got a mind, it's more like a peanut ",male,negative,happiness,teen,against,False,🤯🥜😂,"I don't think Trump has got a mind, it's more like a peanut  🤯🥜😂",female,negative,surprise,teen,against,😂
3266,6946,de46ac8e6af892fec4753b6ae1760837,"It's a trap, don't fall for it 🤣",32,8,"It's a trap, don't fall for it ",female,negative,happiness,teen,against,False,🚨👀💔,"It's a trap, don't fall for it  🚨👀💔",female,negative,fear,teen,against,🤣
3267,6957,de46ac8e6af892fec4753b6ae1760837,"PHEW, I just realised I am following Donald Trump so have now unfollowed, that makes my life happier 😁",102,8,"PHEW, I just realised I am following Donald Trump so have now unfollowed, that makes my life happier ",female,positive,happiness,teen,against,False,🙅‍♂️🚫😌,"PHEW, I just realised I am following Donald Trump so have now unfollowed, that makes my life happier  🙅‍♂️🚫😌",male,positive,happiness,adult,against,😁
3268,6966,de46ac8e6af892fec4753b6ae1760837,That's like saying you should trust Trump 🤣,43,8,That's like saying you should trust Trump ,female,negative,happiness,teen,against,False,🙄🚫😂,That's like saying you should trust Trump  🙄🚫😂,female,negative,disgust,teen,against,🤣
