Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,predicted_pure_emojis,predicted_pure_sentence,real_emojis
2964,16764,c454772c6d81af6f74d459a43fa83578,"So excited that me and my mum have booked our holiday for July, and still got mine and Jason holiday to book for august ☀️👙🏝",124,8,"So excited that me and my mum have booked our holiday for July, and still got mine and Jason holiday to book for august ",female,positive,happiness,child,none,False,"🎉🏝️💃 (Party/celebration, beach, dancing woman)","So excited that me and my mum have booked our holiday for July, and still got mine and Jason holiday to book for august  🎉🏝️💃 (Party/celebration, beach, dancing woman)",female,positive,happiness,teen,none,🎉🏝💃,"So excited that me and my mum have booked our holiday for July, and still got mine and Jason holiday to book for august  🎉🏝💃",☀👙🏝
2965,16768,c454772c6d81af6f74d459a43fa83578,thank you David 😁,17,4,thank you David ,female,positive,happiness,child,none,True,🙏🏼💚🎉,thank you David  🙏🏼💚🎉,female,positive,happiness,teen,none,🙏🏼💚🎉,thank you David  🙏🏼💚🎉,😁
2966,16770,c454772c6d81af6f74d459a43fa83578,thank you Darren 😁x,19,4,thank you Darren x,female,positive,happiness,child,none,False,"🙏🏼💚🎉 (Grateful heart, love, party popper)","thank you Darren x 🙏🏼💚🎉 (Grateful heart, love, party popper)",female,positive,happiness,teen,none,🙏🏼💚🎉,thank you Darren x 🙏🏼💚🎉,😁
2967,16772,c454772c6d81af6f74d459a43fa83578,thank you Scott 😊x,18,4,thank you Scott x,female,positive,happiness,child,none,False,"🙏🏼❤️🎉 (Gratefulness, Love, Celebration)","thank you Scott x 🙏🏼❤️🎉 (Gratefulness, Love, Celebration)",female,positive,happiness,teen,none,🙏🏼❤🎉,thank you Scott x 🙏🏼❤🎉,😊
2968,16774,c454772c6d81af6f74d459a43fa83578,thanks Shaun ☺️!! X,19,8,thanks Shaun !! X,female,positive,happiness,child,none,False,"🙏🏼❤️🎉 (Thank you, love, celebration)","thanks Shaun !! X 🙏🏼❤️🎉 (Thank you, love, celebration)",female,positive,happiness,teen,none,🙏🏼❤🎉,thanks Shaun !! X 🙏🏼❤🎉,☺
2969,16783,c454772c6d81af6f74d459a43fa83578,9:03 and I've still no opened my presents 😢😢,44,8,9:03 and I've still no opened my presents ,female,negative,sadness,child,none,True,🎁🎄😕,9:03 and I've still no opened my presents  🎁🎄😕,female,neutral,sadness,child,none,🎁🎄😕,9:03 and I've still no opened my presents  🎁🎄😕,😢😢
2970,16792,c454772c6d81af6f74d459a43fa83578,So bored 💤💤,11,8,So bored ,female,negative,sadness,child,none,False,😴💭🥱,So bored  😴💭🥱,female,negative,sadness,teen,none,😴💭🥱,So bored  😴💭🥱,💤💤
2971,16812,c454772c6d81af6f74d459a43fa83578,who 😂😂,6,8,who ,female,neutral,happiness,child,none,False,👤💬🤝,who  👤💬🤝,female,neutral,surprise,child,none,👤💬🤝,who  👤💬🤝,😂😂
2972,16813,c454772c6d81af6f74d459a43fa83578,I love baby pigs so much 😭😩🐷,28,8,I love baby pigs so much ,female,positive,happiness,child,favor,True,"🐷💗😍 or 🐷💗🐷 (Pig emoji, heart emoji, and another pig emoji)","I love baby pigs so much  🐷💗😍 or 🐷💗🐷 (Pig emoji, heart emoji, and another pig emoji)",female,positive,happiness,child,favor,🐷💗😍🐷💗🐷,I love baby pigs so much  🐷💗😍🐷💗🐷,😭😩🐷
2973,16838,58691026a4bd0487f6f51b367f4fa3ed,Listening treats today 🎧,24,8,Listening treats today ,female,positive,happiness,child,none,False,👂🎧😃,Listening treats today  👂🎧😃,female,positive,happiness,child,none,👂🎧😃,Listening treats today  👂🎧😃,🎧
2974,16842,58691026a4bd0487f6f51b367f4fa3ed,We think so too! 💖,18,8,We think so too! ,female,positive,happiness,child,none,True,"💭💃🌟 (Thought bubble, dancing woman, star)","We think so too!  💭💃🌟 (Thought bubble, dancing woman, star)",female,positive,happiness,teen,none,💭💃🌟,We think so too!  💭💃🌟,💖
2975,16889,b1db397945143df1b3195f4e2d82e17a,Thank you 🙌🏻,12,4,Thank you ,female,positive,happiness,child,none,False,🙏🏼❤️🎉,Thank you  🙏🏼❤️🎉,female,positive,happiness,child,none,🙏🏼❤🎉,Thank you  🙏🏼❤🎉,🙌🏻
2976,16897,8c8f2f7c8e221d713a54100b2399a6f7,They all lived happily ever after😜,34,8,They all lived happily ever after,female,positive,happiness,child,none,False,🌈🌟😃,They all lived happily ever after 🌈🌟😃,female,positive,happiness,child,none,🌈🌟😃,They all lived happily ever after 🌈🌟😃,😜
2977,16899,8c8f2f7c8e221d713a54100b2399a6f7,Denis C-K are paying my pension now😜,36,8,Denis C-K are paying my pension now,female,positive,happiness,senior,none,False,"💸💰👵️ (Money, Money, Old Woman)","Denis C-K are paying my pension now 💸💰👵️ (Money, Money, Old Woman)",female,positive,happiness,senior,none,💸💰👵,Denis C-K are paying my pension now 💸💰👵,😜
2978,16904,8c8f2f7c8e221d713a54100b2399a6f7,HAPPY CHRISTMAS TO ALL MY TWITTER FRIENDS👍🍷🍾🍻,45,3,HAPPY CHRISTMAS TO ALL MY TWITTER FRIENDS,male,positive,happiness,senior,none,False,🎄🎁🤶,HAPPY CHRISTMAS TO ALL MY TWITTER FRIENDS 🎄🎁🤶,female,positive,happiness,child,none,🎄🎁🤶,HAPPY CHRISTMAS TO ALL MY TWITTER FRIENDS 🎄🎁🤶,👍🍷🍾🍻
2979,16910,8f38120c447d2e1ceab237d379859825,well done you! 💐,16,8,well done you! ,female,positive,happiness,child,none,False,🎉🏆🥳,well done you!  🎉🏆🥳,female,positive,happiness,child,none,🎉🏆🥳,well done you!  🎉🏆🥳,💐
2980,16912,8f38120c447d2e1ceab237d379859825,"Ok #nzsecretsanta, it's my 9yo that uses my acct to follow cute things &amp; 💓animal picts. Darwin Awards we both 💓!",116,8,"Ok #nzsecretsanta, it's my 9yo that uses my acct to follow cute things &amp; animal picts. Darwin Awards we both !",female,positive,happiness,child,none,False,"🐾🐰🙊 (A puppy, a rabbit, and a blushing face)","Ok #nzsecretsanta, it's my 9yo that uses my acct to follow cute things &amp; animal picts. Darwin Awards we both ! 🐾🐰🙊 (A puppy, a rabbit, and a blushing face)",female,positive,happiness,child,none,🐾🐰🙊,"Ok #nzsecretsanta, it's my 9yo that uses my acct to follow cute things &amp; animal picts. Darwin Awards we both ! 🐾🐰🙊",💓💓
2981,16960,28252bea58aaf1d5978fd02d8fd8b430,Can everyone wake up now 😭😭 I can't sleep and want to do presents now 😊😊,72,8,Can everyone wake up now  I can't sleep and want to do presents now ,female,positive,happiness,child,none,True,😴🕰️🎁,Can everyone wake up now  I can't sleep and want to do presents now  😴🕰️🎁,female,neutral,happiness,child,none,😴🕰🎁,Can everyone wake up now  I can't sleep and want to do presents now  😴🕰🎁,😭😭😊😊
2982,16969,28252bea58aaf1d5978fd02d8fd8b430,My mam told me she was going to get me a puppy for Christmas but my dad said no 😭 crushed my heart 💔,100,8,My mam told me she was going to get me a puppy for Christmas but my dad said no  crushed my heart ,female,negative,sadness,child,none,False,🎄🐶💔,My mam told me she was going to get me a puppy for Christmas but my dad said no  crushed my heart  🎄🐶💔,female,negative,sadness,child,none,🎄🐶💔,My mam told me she was going to get me a puppy for Christmas but my dad said no  crushed my heart  🎄🐶💔,😭💔
2983,16986,43619d0fe7522dce268ea530940e02ab,very welcome! 😄,15,8,very welcome! ,female,positive,happiness,child,none,False,🌟🤗🎉,very welcome!  🌟🤗🎉,female,positive,happiness,child,none,🌟🤗🎉,very welcome!  🌟🤗🎉,😄
2984,17007,43619d0fe7522dce268ea530940e02ab,Fantastic day for  👍😄,21,8,Fantastic day for  ,female,positive,happiness,child,none,False,🌞🌟🎉,Fantastic day for   🌞🌟🎉,female,positive,happiness,child,none,🌞🌟🎉,Fantastic day for   🌞🌟🎉,👍😄
2985,17010,43619d0fe7522dce268ea530940e02ab,👍 thanks!,9,8, thanks!,female,positive,happiness,child,none,False,🙏🏼❤️🎉, thanks! 🙏🏼❤️🎉,female,positive,happiness,child,none,🙏🏼❤🎉, thanks! 🙏🏼❤🎉,👍
2986,17020,d7e36263d55e94523e9aeba289e715a4,but front lawn 😭,16,8,but front lawn ,female,negative,sadness,child,none,False,"🌼🌱🏡 (Flower, Tree, House)","but front lawn  🌼🌱🏡 (Flower, Tree, House)",female,positive,happiness,child,none,🌼🌱🏡,but front lawn  🌼🌱🏡,😭
2987,17035,757e6631dcd3d244364a4c3b174a514,Happy Little Christmas 🎄 #NollaignamBan,39,3,Happy Little Christmas  #NollaignamBan,female,positive,happiness,child,none,True,🎄🎁🤶,Happy Little Christmas  #NollaignamBan 🎄🎁🤶,female,positive,happiness,child,favor,🎄🎁🤶,Happy Little Christmas  #NollaignamBan 🎄🎁🤶,🎄
2988,17045,757e6631dcd3d244364a4c3b174a514,Happy birthday  🎉 cake for all x,32,3,Happy birthday   cake for all x,female,positive,happiness,child,none,False,🎂🎁🎉,Happy birthday   cake for all x 🎂🎁🎉,female,positive,happiness,child,none,🎂🎁🎉,Happy birthday   cake for all x 🎂🎁🎉,🎉
2989,17094,e91753e1b9a4b2513125e67a6f19e30c,"In 1910 I would have been Adolph so, you know, thanks for that... 😳",67,8,"In 1910 I would have been Adolph so, you know, thanks for that... ",male,neutral,surprise,senior,none,False,😠💣😥 (Angry bomb sad),"In 1910 I would have been Adolph so, you know, thanks for that...  😠💣😥 (Angry bomb sad)",male,negative,anger,adult,none,😠💣😥,"In 1910 I would have been Adolph so, you know, thanks for that...  😠💣😥",😳
2990,17103,fcb0a321d13124fe6177332fef254ccb,Thanks 👍🏼,9,8,Thanks ,male,positive,happiness,child,none,False,🙏🏼 ❤️ 🎉,Thanks  🙏🏼 ❤️ 🎉,female,positive,happiness,child,none,🙏🏼❤🎉,Thanks  🙏🏼❤🎉,👍🏼
2991,17129,8c7b1e0659f8091b222b45f5e39fdc9e,Oooooh 's magic. He wears a magic hat!!!! ✨🎩✨ #lufc,51,8,Oooooh 's magic. He wears a magic hat!!!!  #lufc,female,positive,happiness,child,none,False,🎩🔮💫 #lufc,Oooooh 's magic. He wears a magic hat!!!!  #lufc 🎩🔮💫 #lufc,female,positive,happiness,child,none,🎩🔮💫,Oooooh 's magic. He wears a magic hat!!!!  #lufc 🎩🔮💫,✨🎩✨
2992,17141,8c7b1e0659f8091b222b45f5e39fdc9e,happy Christmas pal! 🎅🏻🎄,24,3,happy Christmas pal! ,female,positive,happiness,child,none,False,🎄🎁🥳,happy Christmas pal!  🎄🎁🥳,female,positive,happiness,child,none,🎄🎁🥳,happy Christmas pal!  🎄🎁🥳,🎅🏻🎄
2993,17202,771c29ccc8262f7a5ccd834c97f4d289,My princess😍👼👸💕👍👌👏,18,8,My princess,female,positive,happiness,child,none,False,"👑👸💐 (Crown, Princess, Rose)","My princess 👑👸💐 (Crown, Princess, Rose)",female,positive,happiness,child,none,👑👸💐,My princess 👑👸💐,😍👼👸💕👍👌👏
2994,17211,9c7ad09bb17a775f8e36f3ac69dd55b,"good boy, feel safe knowing your looking out for zombies 👏👏",59,8,"good boy, feel safe knowing your looking out for zombies ",female,positive,happiness,child,favor,True,"🐶🔍🧟‍♂️ (Good Boy, Looking Out, Zombie)","good boy, feel safe knowing your looking out for zombies  🐶🔍🧟‍♂️ (Good Boy, Looking Out, Zombie)",female,positive,happiness,child,none,🐶🔍🧟♂,"good boy, feel safe knowing your looking out for zombies  🐶🔍🧟♂",👏👏
2995,17212,9c7ad09bb17a775f8e36f3ac69dd55b,aww that's so good 😊,20,8,aww that's so good ,female,positive,happiness,child,favor,True,😃🌟🎉,aww that's so good  😃🌟🎉,female,positive,happiness,child,favor,😃🌟🎉,aww that's so good  😃🌟🎉,😊
2996,17227,9c7ad09bb17a775f8e36f3ac69dd55b,"will do, thank you 😊",20,4,"will do, thank you ",female,positive,happiness,child,none,False,✅🤝🏼🙏🏼,"will do, thank you  ✅🤝🏼🙏🏼",female,positive,happiness,teen,none,✅🤝🏼🙏🏼,"will do, thank you  ✅🤝🏼🙏🏼",😊
2997,17231,9c7ad09bb17a775f8e36f3ac69dd55b,thank you Sue 😊,15,4,thank you Sue ,female,positive,happiness,child,none,False,"🙏🏼 ❤️ 🎉 (Gratefulness, Love, Celebration)","thank you Sue  🙏🏼 ❤️ 🎉 (Gratefulness, Love, Celebration)",female,positive,happiness,teen,none,🙏🏼❤🎉,thank you Sue  🙏🏼❤🎉,😊
2998,17235,9c7ad09bb17a775f8e36f3ac69dd55b,sounds yummy 😋,14,8,sounds yummy ,female,positive,happiness,child,none,False,"🍔🍦🍦 (Hamburger, Ice Cream, Ice Cream)","sounds yummy  🍔🍦🍦 (Hamburger, Ice Cream, Ice Cream)",female,positive,happiness,child,favor,🍔🍦🍦,sounds yummy  🍔🍦🍦,😋
2999,17238,9c7ad09bb17a775f8e36f3ac69dd55b,"I'm good thanks. Has been a relaxing day, had my hair done and nearly fell asleep, so relaxing 😃",96,8,"I'm good thanks. Has been a relaxing day, had my hair done and nearly fell asleep, so relaxing ",female,positive,happiness,senior,none,False,😌💇‍♀️😴,"I'm good thanks. Has been a relaxing day, had my hair done and nearly fell asleep, so relaxing  😌💇‍♀️😴",female,positive,happiness,adult,none,😌💇♀😴,"I'm good thanks. Has been a relaxing day, had my hair done and nearly fell asleep, so relaxing  😌💇♀😴",😃
3000,17240,9c7ad09bb17a775f8e36f3ac69dd55b,"oh wow, you can see your finger 😂😂😂",35,8,"oh wow, you can see your finger ",female,positive,happiness,child,none,True,😮🤚🤯,"oh wow, you can see your finger  😮🤚🤯",female,positive,surprise,child,none,😮🤚🤯,"oh wow, you can see your finger  😮🤚🤯",😂😂😂
3001,17241,9c7ad09bb17a775f8e36f3ac69dd55b,"👏👏👏 good morning, have a great day",34,8," good morning, have a great day",female,positive,happiness,child,none,False,"🌞🌟🤗 (Sun, Star, Smiling Face)"," good morning, have a great day 🌞🌟🤗 (Sun, Star, Smiling Face)",female,positive,happiness,teen,none,🌞🌟🤗," good morning, have a great day 🌞🌟🤗",👏👏👏
3002,17246,a45d7ffcce7e1f9ff69b5a22c4534cb9,happy cake day🎂🎁,16,3,happy cake day,female,positive,happiness,child,none,False,🎂🥳🎉,happy cake day 🎂🥳🎉,female,positive,happiness,teen,none,🎂🥳🎉,happy cake day 🎂🥳🎉,🎂🎁
3003,17260,1235b9defd98e6255be29fea356abb5e,Heart fills with joy 💗💗💗💗,25,8,Heart fills with joy ,female,positive,happiness,child,none,False,🌞 💛 🎉,Heart fills with joy  🌞 💛 🎉,female,positive,happiness,child,none,🌞💛🎉,Heart fills with joy  🌞💛🎉,💗💗💗💗
3004,17299,e34b3efb27dab033e36d1c462ef450d7,Why is my room always freezing😵😩😵😩😵😩😵😩😵,39,8,Why is my room always freezing,female,negative,sadness,child,none,False,"🥶🌨️😨 (Freezing cold, snowflakes, surprised or worried face)","Why is my room always freezing 🥶🌨️😨 (Freezing cold, snowflakes, surprised or worried face)",female,negative,fear,teen,none,🥶🌨😨,Why is my room always freezing 🥶🌨😨,😵😩😵😩😵😩😵😩😵
3005,17309,e34b3efb27dab033e36d1c462ef450d7,Rachel's a star ⭐️,18,8,Rachel's a star ,female,positive,happiness,child,favor,False,⭐️🌟💃,Rachel's a star  ⭐️🌟💃,female,positive,happiness,teen,none,⭐🌟💃,Rachel's a star  ⭐🌟💃,⭐
3006,17401,5a58b6a00a3376f6b6e940426b746ab9,Love my grandad unreal amounts 😿,32,8,Love my grandad unreal amounts ,female,positive,sadness,child,none,True,❤️🧓‍♂️💙,Love my grandad unreal amounts  ❤️🧓‍♂️💙,female,positive,happiness,child,none,❤🧓♂💙,Love my grandad unreal amounts  ❤🧓♂💙,😿
3007,17443,2f708279e86903d38b076e895ac60b0a,This is why we play ☘️,22,8,This is why we play ,female,positive,happiness,child,none,True,"🎯🏆🎉

These emojis convey the idea of a goal being achieved, victory, and celebration, which aligns with the context ""This is why we play.""","This is why we play  🎯🏆🎉

These emojis convey the idea of a goal being achieved, victory, and celebration, which aligns with the context ""This is why we play.""",male,positive,happiness,teen,none,🎯🏆🎉,This is why we play  🎯🏆🎉,☘
3008,17453,2f708279e86903d38b076e895ac60b0a,Thank you 🙏🏽,12,4,Thank you ,female,positive,happiness,child,none,False,🙏🏼❤️🎉,Thank you  🙏🏼❤️🎉,female,positive,happiness,child,none,🙏🏼❤🎉,Thank you  🙏🏼❤🎉,🙏🏽
3009,17458,2f708279e86903d38b076e895ac60b0a,Best part of this video is the cute Dalmatians 🐾,48,8,Best part of this video is the cute Dalmatians ,female,positive,happiness,child,none,False,"🐾🐾🐾 (Three puppy emojis to represent the Dalmatians, with the implication of cuteness)","Best part of this video is the cute Dalmatians  🐾🐾🐾 (Three puppy emojis to represent the Dalmatians, with the implication of cuteness)",female,positive,happiness,child,none,🐾🐾🐾,Best part of this video is the cute Dalmatians  🐾🐾🐾,🐾
3010,17470,b0dbb915db969f271a711be150f278c4,oh is love to win one fingers crossed #iwannabeamermaid 💜💙💗💛💚💜💙💗💛💚,66,8,oh is love to win one fingers crossed #iwannabeamermaid ,female,positive,happiness,child,none,False,💘🤞🧜‍♀️,oh is love to win one fingers crossed #iwannabeamermaid  💘🤞🧜‍♀️,female,positive,happiness,teen,none,💘🤞🧜♀,oh is love to win one fingers crossed #iwannabeamermaid  💘🤞🧜♀,💜💙💗💛💚💜💙💗💛💚
3011,17474,b0dbb915db969f271a711be150f278c4,oh yes please 💗💗💗💗💗💗💗💗💗💗💗💗💜💜💜💜💜💜💜💜💜💜💜💜,38,8,oh yes please ,female,positive,happiness,child,favor,False,😃🙋‍♀️💃,oh yes please  😃🙋‍♀️💃,female,positive,happiness,teen,favor,😃🙋♀💃,oh yes please  😃🙋♀💃,💗💗💗💗💗💗💗💗💗💗💗💗💜💜💜💜💜💜💜💜💜💜💜💜
3012,17475,b0dbb915db969f271a711be150f278c4,happy 5th birthday 🎉,20,3,happy 5th birthday ,female,positive,happiness,child,none,False,🎂🥳🎉,happy 5th birthday  🎂🥳🎉,female,positive,happiness,child,none,🎂🥳🎉,happy 5th birthday  🎂🥳🎉,🎉
3013,17518,fe7abace98daeb71973f11e8b1b82697,Merry Christmas 🎅🏼⛄️🎁✨,22,8,Merry Christmas ,female,positive,happiness,child,none,False,🎄🎁🎅,Merry Christmas  🎄🎁🎅,female,positive,happiness,child,none,🎄🎁🎅,Merry Christmas  🎄🎁🎅,🎅🏼⛄🎁✨
3014,17547,fe7abace98daeb71973f11e8b1b82697,thanks Rachel!❤️x,17,8,thanks Rachel!x,female,positive,happiness,child,none,False,"🙏🏼❤️🎉 (Gracious thanks, love, celebration)","thanks Rachel!x 🙏🏼❤️🎉 (Gracious thanks, love, celebration)",female,positive,happiness,teen,none,🙏🏼❤🎉,thanks Rachel!x 🙏🏼❤🎉,❤
3015,17553,fe7abace98daeb71973f11e8b1b82697,thankyou!❤️,11,8,thankyou!,female,positive,happiness,child,none,False,🙏🏼❤️🎉,thankyou! 🙏🏼❤️🎉,female,positive,happiness,child,none,🙏🏼❤🎉,thankyou! 🙏🏼❤🎉,❤
3016,17555,fe7abace98daeb71973f11e8b1b82697,Thankyou💞,9,8,Thankyou,female,positive,happiness,child,none,False,🙏🏼❤️🎉,Thankyou 🙏🏼❤️🎉,female,positive,happiness,child,none,🙏🏼❤🎉,Thankyou 🙏🏼❤🎉,💞
3017,17568,fe7abace98daeb71973f11e8b1b82697,👧🏼👧🏼 #awkwardstance @ Edinburgh Scotland,40,8, #awkwardstance @ Edinburgh Scotland,female,neutral,surprise,child,none,False,🙀🏴󠁧󠁢󠁳󠁣󠁴󠁿🥴, #awkwardstance @ Edinburgh Scotland 🙀🏴󠁧󠁢󠁳󠁣󠁴󠁿🥴,female,neutral,surprise,teen,none,🙀🏴🥴, #awkwardstance @ Edinburgh Scotland 🙀🏴🥴,👧🏼👧🏼
3018,17599,f591e29de9dfbfbb82ba6b39c5a25061,happy 10th birthday Karl 😘😘😘#coldplaybrisbane,45,3,happy 10th birthday Karl #coldplaybrisbane,female,positive,happiness,child,none,False,"🎂🎁🎉🎸 (Cake, Present, Party Popper, Guitar - representing Happy 10th Birthday, Celebration, and a nod to Karl's love for Coldplay)","happy 10th birthday Karl #coldplaybrisbane 🎂🎁🎉🎸 (Cake, Present, Party Popper, Guitar - representing Happy 10th Birthday, Celebration, and a nod to Karl's love for Coldplay)",female,positive,happiness,child,none,🎂🎁🎉🎸,happy 10th birthday Karl #coldplaybrisbane 🎂🎁🎉🎸,😘😘😘
3019,17600,f591e29de9dfbfbb82ba6b39c5a25061,that is just lovely❤️,21,8,that is just lovely,female,positive,happiness,child,none,False,🌸💛🌺,that is just lovely 🌸💛🌺,female,positive,happiness,child,none,🌸💛🌺,that is just lovely 🌸💛🌺,❤
3020,17621,1faa7b2ff978e5cf1f2348573afd007,My ma and Facebook z💤💤💤💤,24,8,My ma and Facebook z,female,negative,sadness,child,none,False,👵💻💃,My ma and Facebook z 👵💻💃,female,positive,happiness,child,none,👵💻💃,My ma and Facebook z 👵💻💃,💤💤💤💤
3021,17641,1faa7b2ff978e5cf1f2348573afd007,Yeah out of a shop 😇,20,8,Yeah out of a shop ,female,positive,happiness,child,none,True,🛍️💃😃,Yeah out of a shop  🛍️💃😃,female,positive,happiness,teen,none,🛍💃😃,Yeah out of a shop  🛍💃😃,😇
3022,17658,4f1612fabcb3a20cb1c77a84040b2b03,Yes please 🙋🏼🙋🏼🙋🏼🙋🏼🙌🙌🙌🙌,23,8,Yes please ,female,positive,happiness,child,favor,False,✅😃🙌,Yes please  ✅😃🙌,female,positive,happiness,child,favor,✅😃🙌,Yes please  ✅😃🙌,🙋🏼🙋🏼🙋🏼🙋🏼🙌🙌🙌🙌
3023,17659,4f1612fabcb3a20cb1c77a84040b2b03,Happy winter ❄️🌧☃,17,3,Happy winter ,female,positive,happiness,child,none,False,🌨️🎄🥳,Happy winter  🌨️🎄🥳,female,positive,happiness,child,none,🌨🎄🥳,Happy winter  🌨🎄🥳,❄🌧☃
3024,17681,5218297cd2318e995146636bbad4c5ee,🎤It's the most wonderful time of the year🎤,42,8,It's the most wonderful time of the year,female,positive,happiness,child,none,True,🎄🎁🤶,It's the most wonderful time of the year 🎄🎁🤶,female,positive,happiness,child,none,🎄🎁🤶,It's the most wonderful time of the year 🎄🎁🤶,🎤🎤
3025,17687,d5639fcd88a17631a6a2e4598e89e36d,Why thankyou! 😊😊😊,17,8,Why thankyou! ,female,positive,happiness,child,none,False,😊🙏🏼🎉,Why thankyou!  😊🙏🏼🎉,female,positive,happiness,child,none,😊🙏🏼🎉,Why thankyou!  😊🙏🏼🎉,😊😊😊
3026,17693,dbe68b7b3511726c1a91720a4df919f3,most adorable speech goes to  💖💖💖,33,8,most adorable speech goes to  ,female,positive,happiness,child,none,False,😘💓😍,most adorable speech goes to   😘💓😍,female,positive,happiness,teen,none,😘💓😍,most adorable speech goes to   😘💓😍,💖💖💖
3027,17706,839b95d287798b7b382931e085f879da,"So awful. Think I might, can barely stand up without tipping over to one side lately 😩",86,8,"So awful. Think I might, can barely stand up without tipping over to one side lately ",female,negative,sadness,senior,none,False,"😞😵💔 (Sad face, shocked face, broken heart)","So awful. Think I might, can barely stand up without tipping over to one side lately  😞😵💔 (Sad face, shocked face, broken heart)",female,negative,sadness,adult,none,😞😵💔,"So awful. Think I might, can barely stand up without tipping over to one side lately  😞😵💔",😩
3028,17716,839b95d287798b7b382931e085f879da,Please!! I will smother him in kisses 😭,39,8,Please!! I will smother him in kisses ,female,positive,happiness,child,favor,False,"😘😘😘 (Three kissing face emojis to represent the act of smothering him in kisses)

For the ""Please!!"", it's a bit tricky to convey that with emojis alone, but you could use:

😟 (Slightly worried face) or 😨 (Surprised face) to indicate urgency or emphasis. However, these emojis might not be as clear as using words in this context.","Please!! I will smother him in kisses  😘😘😘 (Three kissing face emojis to represent the act of smothering him in kisses)

For the ""Please!!"", it's a bit tricky to convey that with emojis alone, but you could use:

😟 (Slightly worried face) or 😨 (Surprised face) to indicate urgency or emphasis. However, these emojis might not be as clear as using words in this context.",female,positive,happiness,child,favor,😘😘😘😟😨,Please!! I will smother him in kisses  😘😘😘😟😨,😭
3029,17738,977f3a5a7f31b6470bd463784aa85f28,Why my momma got us late to the Women's March 😐,47,8,Why my momma got us late to the Women's March ,female,neutral,sadness,child,none,False,"👩‍🦰🕛🙅‍♀️ (Woman with a headscarf, clock, and woman shaking her head)","Why my momma got us late to the Women's March  👩‍🦰🕛🙅‍♀️ (Woman with a headscarf, clock, and woman shaking her head)",female,neutral,disgust,child,none,👩🦰🕛🙅♀,Why my momma got us late to the Women's March  👩🦰🕛🙅♀,😐
3030,17760,977f3a5a7f31b6470bd463784aa85f28,THANK YOU 💗💗,12,4,THANK YOU ,female,positive,happiness,child,none,False,🙏🏼❤️🎉,THANK YOU  🙏🏼❤️🎉,female,positive,happiness,child,none,🙏🏼❤🎉,THANK YOU  🙏🏼❤🎉,💗💗
3031,17761,977f3a5a7f31b6470bd463784aa85f28,thank you😊 and the best of the world 🌎 I am very good😊 said I have to be the lord and lord of my family to the world 🌎 my life,126,8,thank you and the best of the world  I am very good said I have to be the lord and lord of my family to the world  my life,female,positive,happiness,child,none,False,🙏🏼🌎👑,thank you and the best of the world  I am very good said I have to be the lord and lord of my family to the world  my life 🙏🏼🌎👑,female,positive,happiness,child,none,🙏🏼🌎👑,thank you and the best of the world  I am very good said I have to be the lord and lord of my family to the world  my life 🙏🏼🌎👑,😊🌎😊🌎
3032,17762,977f3a5a7f31b6470bd463784aa85f28,thank you 😭❤️,13,4,thank you ,female,positive,happiness,child,none,False,🙏🏼❤️🎉,thank you  🙏🏼❤️🎉,female,positive,happiness,teen,none,🙏🏼❤🎉,thank you  🙏🏼❤🎉,😭❤
3033,17828,c3814db6024463558362fc2d26db9dc2,"Run to the pool, swim, run home. 
🏃🏽‍♀️🏊🏽‍♀️🏃🏽‍♀️",49,8,"Run to the pool, swim, run home. 
",female,positive,happiness,child,none,False,🏃‍♂️🏊‍♂️🏠,"Run to the pool, swim, run home. 
 🏃‍♂️🏊‍♂️🏠",male,neutral,happiness,child,none,🏃♂🏊♂🏠,"Run to the pool, swim, run home. 
 🏃♂🏊♂🏠",🏃🏽♀🏊🏽♀🏃🏽♀
3034,17891,5a57f992a43ee65d1701a5131d469a01,BOOOOOOMMM Gold Trail 🐎🌞🐎🌞🐎🌞🐎,29,8,BOOOOOOMMM Gold Trail ,female,positive,happiness,child,none,True,"💥💫🎉 (Explosion, Sparkle, Party Popper)","BOOOOOOMMM Gold Trail  💥💫🎉 (Explosion, Sparkle, Party Popper)",female,positive,happiness,teen,none,💥💫🎉,BOOOOOOMMM Gold Trail  💥💫🎉,🐎🌞🐎🌞🐎🌞🐎
3035,17897,5a57f992a43ee65d1701a5131d469a01,REVOLUTIONARY WAR 🐎🌞🐎🌞🐎🌞. NAP LANDED. BOOOOOOMMM,48,8,REVOLUTIONARY WAR . NAP LANDED. BOOOOOOMMM,male,positive,happiness,child,none,True,🏳️💣🚀 (Flag (USA) + Explosion + Rocket),REVOLUTIONARY WAR . NAP LANDED. BOOOOOOMMM 🏳️💣🚀 (Flag (USA) + Explosion + Rocket),male,neutral,surprise,child,none,🏳💣🚀,REVOLUTIONARY WAR . NAP LANDED. BOOOOOOMMM 🏳💣🚀,🐎🌞🐎🌞🐎🌞
